1 - FRED:5:78:2
2 - RUTH:1:1:1
3 - SONG:94:3066:77
4 - JENNY:208:4455:112
5 - EDDIE:75:1634:41
6 - MIRANDA:202:4151:104
7 - WADE:180:4156:104
8 - EMILY:90:1951:49
9 - SALLY:12:292:8
10 - OPERATOR:5:80:2
11 - TIMMY:4:54:2
12 - JIMMY:3:42:2
13 - DISPATCHER:7:189:5
14 - TODD:71:1418:36
15 - NANCY:5:60:2
16 - CHUCK:14:388:10
17 - DAVIS:9:127:4
18 - CARLEIGH:16:389:10
19 - PARKER:6:69:2
20 - BEN:11:238:6
21 - STUDENT:1:1:1
22 - MIGUEL:4:79:2
23 - MEDIC:2:43:2
