1 - MIRROR MAZE OWNER,15,609,16
2 - PUPPET,11,580,15
3 - ANNOUNCER,1,180,5
4 - PETER,1,81,3
5 - VOICES (female),1,42,2
6 - VOICES (Male),1,113,3
7 - GESA,62,3057,77
8 - FRIDO,138,5261,132
9 - MRS PIETSCH,1,46,2
10 - BOCKI,8,155,4
11 - JARO,10,340,9
12 - EMILS MOTHER,20,1284,33
13 - EMIL,76,3008,76
14 - KLAWITTER,59,4047,102
15 - SEBI,43,1701,43
16 - DUNJA,29,997,25
17 - MICHAEL,34,1315,33
18 - FRIDO II,62,2633,66
19 - OTTO,10,446,12
20 - JULI,4,66,2
21 - MAN,2,65,2
22 - GESA (sings),1,180,5
23 - CLASS,8,331,9
24 - KLAWITTER?,20,1250,32
25 - JULI?,3,158,4
26 - FRIDO II?,12,669,17
27 - SEBI?,6,411,11
28 - FRIDO?,33,1745,44
29 - DUNJA?,4,207,6
30 - ALL,10,188,5
31 - HANDY,1,12,1
32 - GESA?,7,507,13
33 - EMILS MOTHER?,2,154,4
34 - EMIL?,14,1117,28
35 - EMIL II,20,682,18
36 - WALLA,2,121,4
37 - BOLLHAFF,2,105,3
38 - EMIL II?,4,209,6
39 - JARO?,3,134,4
40 - BOLLHOFF,1,25,1
41 - FRIDO/EMIL,1,4,1
42 - SEBI'S FATHER,3,159,4
43 - PHONE RECORDING,1,73,2
44 - DIRECTOR,1,311,8
45 - DIRECTOR?,2,209,6
46 - MALE,1,6,1
47 - FEMALE,1,10,1
48 - EMIL'S MOTHER?,2,182,5
49 - EMIL'S FATHER,2,33,1
50 - SEBI’S FATHER,13,728,19
51 - BOY 3,1,23,1
52 - EMILS FATHER,2,130,4
53 - BOYS,1,7,1
54 - OTTO?,3,165,5
55 - SEBI II?,2,203,6
56 - OTTO II & SEBI II,1,131,4
57 - CLASSMATE II,1,14,1
58 - BOY 1,1,12,1
59 - BOY 2,1,15,1
60 - KIDS,2,95,3
61 - PUNK,1,64,2
62 - JULI II,6,545,14
63 - SEBI II,5,138,4
64 - DIALOGUE OFF,1,114,3
65 - GIRL,1,17,1
66 - DUNJA II?,3,116,3
67 - JULI II?,1,45,2
68 - PUPPET?,1,158,4
69 - GESA/MICHAEL,1,27,1
70 - OTTO II?,1,329,9
71 - OTTO II,4,229,6
72 - OTTO II + JULI II,1,21,1
"73 - DUNJA, JULI, OTTO",1,18,1
74 - ALL?,3,71,2
75 - DUNJA II,1,11,1
76 - EMIL/DUNJA?,1,29,1
77 - CLASS?,1,44,2
