1 - Narrator,13,1264,32
2 - Samson,32,2669,67
3 - Thomas,23,858,22
4 - Stanley,1,6,1
5 - Diesel,2,20,1
6 - Sir handel,4,176,5
7 - Peter Sam,5,101,3
8 - Paxton,7,137,4
9 - Fat control,5,370,10
