1 - OPNAMELEIDER,1,107,3
2 - FEMKE,222,8156,204
3 - STEVEN DOOD,77,2364,60
4 - UITGEVER,26,1958,49
5 - ANNA,98,4376,110
6 - RENATE,9,1332,34
7 - POLITIEAGENT,12,612,16
8 - DIRECTEUR,10,296,8
9 - ARJEN,15,295,8
10 - VANILLIA,2,51,2
11 - LOIS,2,104,3
12 - DIEDERIK,15,371,10
13 - NIEUWSLEZER 1,3,423,11
14 - NIEUWSLEZER 2,3,442,12
15 - JEROEN,10,389,10
16 - RECHERCHEUR,13,557,14
17 - FEMKKE,1,3,1
18 - ANNAVertrouw,1,11,1
19 - AREND,5,134,4
20 - JEANNE,1,6,1
21 - MEDEWERKER,1,83,3
22 - VOICEMAIL,3,120,3
23 - VADER TARIK,1,4,1
24 - TARIK,10,210,6
