1 - FRED:5:2
2 - RUTH:1:1
3 - SONG:94:77
4 - JENNY:208:112
5 - EDDIE:75:41
6 - MIRANDA:202:104
7 - WADE:180:104
8 - EMILY:90:49
9 - SALLY:12:8
10 - OPERATOR:5:2
11 - TIMMY:4:2
12 - JIMMY:3:2
13 - DISPATCHER:7:5
14 - TODD:71:36
15 - NANCY:5:2
16 - CHUCK:14:10
17 - DAVIS:9:4
18 - CARLEIGH:16:10
19 - PARKER:6:2
20 - BEN:11:6
21 - STUDENT:1:1
22 - MIGUEL:4:2
23 - MEDIC:2:2
