1 - SETANTA:4
2 - TEMAE:7
3 - QUARK:6
4 - REM:78
5 - RAM:30
6 - FANTÔME 1:2
7 - FANTÔME 2:1
8 - FANTÔME 3:1
9 - FANTÔME 4:1
10 - FANTÔME 5:1
11 - FANTÔME 6:1
12 - FANTÔME 7:1
13 - ROSWAAL:15
14 - BLONDE YEUX VERTS:1
15 - SUBARU:68
16 - MOLOSSE:10
17 - EMILIA:9
