1 - ERIK:,46,2091,53
2 - ADRIAN:,82,5771,145
3 - SARA:,39,1268,32
4 - JASON:,153,9326,234
5 - JENNIFER:,62,2259,57
6 - REINO:,37,1581,40
7 - MALONE:,75,3912,98
8 - CHARLIE:,10,537,14
9 - WANDA:,10,629,16
10 - JOHNNY:,9,292,8
11 - DR. GUTTERMAN:,9,346,9
12 - JERRY:,2,187,5
13 - SOSA:,1,5,1
14 - BRIAN:,18,448,12
15 - ANNE:,16,709,18
16 - CHAD:,5,286,8
17 - MRS. WELCH:,5,134,4
18 - MAX:,48,2133,54
19 - IVAN:,10,407,11
20 - ZERO:,23,715,18
21 - WELCH:,31,1970,50
22 - RICHARDS:,12,639,16
23 - RICHARDS,1,109,3
24 - SARA,1,44,2
25 - JASON,3,143,4
26 - MAX,3,60,2
27 - ZERO,1,28,1
28 - SASHA:,6,173,5
29 - BLONDIE:,2,62,2
30 - VEE:,39,1289,33
31 - JACKSON:,15,588,15
32 - ERIK,2,25,1
33 - VEE,2,93,3
34 - DARYL:,12,594,15
35 - ANDREI:,16,367,10
36 - MORIZ:,2,45,2
37 - NURSE 1:,1,23,1
38 - NURSE 2,4,36,1
39 - MAN:,1,11,1
40 - CROWD,1,15,1
41 - MAN,1,11,1
42 - WOMAN 1:,2,22,1
43 - JENNIFER,1,74,2
44 - DARYL,1,82,3
45 - POLICEMAN:,1,63,2
46 - FORRESTER:,2,158,4
47 - CAMERAMAN:,1,10,1
48 - COMMAND:,1,18,1
49 - FBI GUY:,2,59,2
50 - ADRIAN,1,107,3
51 - SWAT TEAM:,1,17,1
