1 - ERIK,45
2 - ADRIAN,121
3 - SARA,29
4 - JASON,198
5 - JENNIFER,50
6 - REINO,34
7 - MALONE,82
8 - CHARLIE,12
9 - WANDA,13
10 - JOHNNY,6
11 - DR. GUTTERMAN,8
12 - JERRY,4
13 - SOSA,1
14 - BRIAN,11
15 - ANNE,16
16 - CHAD,6
17 - MRS. WELCH,3
18 - MAX,47
19 - IVAN,9
20 - ZERO,17
21 - WELCH,41
22 - RICHARDS,16
23 - SASHA,4
24 - BLONDIE,2
25 - VEE,30
26 - JACKSON,13
27 - DARYL,15
28 - ANDREI,8
29 - MORIZ,1
30 - NURSE 1,1
31 - NURSE 2,1
32 - MAN,1
33 - CROWD,1
34 - WOMAN 1,1
35 - POLICEMAN,2
36 - FORRESTER,4
37 - CAMERAMAN,1
38 - COMMAND,1
39 - FBI GUY,2
40 - SWAT TEAM,1
