1 - ERIK,48,2245,57
2 - ADRIAN,83,6042,152
3 - SARA,40,1426,36
4 - JASON,156,9883,248
5 - JENNIFER,63,2457,62
6 - REINO,37,1687,43
7 - MALONE,75,4063,102
8 - CHARLIE,10,557,14
9 - WANDA,10,649,17
10 - JOHNNY,9,310,8
11 - DR. GUTTERMAN,9,364,10
12 - JERRY,2,192,5
13 - SOSA,1,8,1
14 - BRIAN,18,502,13
15 - ANNE,16,755,19
16 - CHAD,5,299,8
17 - MRS. WELCH,5,144,4
18 - MAX,51,2332,59
19 - IVAN,10,437,11
20 - ZERO,24,812,21
21 - WELCH,31,2032,51
22 - RICHARDS,13,772,20
23 - SASHA,6,186,5
24 - BLONDIE,2,66,2
25 - VEE,41,1496,38
26 - JACKSON,15,618,16
27 - DARYL,13,710,18
28 - ANDREI,16,399,10
29 - MORIZ,2,49,2
30 - NURSE 1,1,25,1
31 - NURSE 2,4,36,1
32 - MAN,2,25,1
33 - CROWD,1,15,1
34 - WOMAN 1,2,26,1
35 - POLICEMAN,1,65,2
36 - FORRESTER,2,162,5
37 - CAMERAMAN,1,12,1
38 - COMMAND,1,20,1
39 - FBI GUY,2,63,2
40 - SWAT TEAM,1,19,1
