1 - Insert,0
2 - JULIAN,18
3 - NICOLAS,10
4 - HILARIA,15
5 - VICTORIA,30
6 - MIGUEL,46
7 - REMEDIOS,32
8 - MILAGRO,8
9 - SIERVO,7
10 - ADELA,53
11 - EUGENIA,21
12 - BUMBA,8
13 - TRINIDAD,9
14 - THOMAS,16
15 - ASSISTANT 1,3
16 - ABDUL,35
17 - LORENZA,19
18 - ISABEL 2,40
19 - CANDELA,8
20 - NOEMI,2
21 - GABRIEL,8
22 - MANUELA,20
23 - ANGELA,16
24 - JESUS,5
25 - TARAZONA,31
26 - FELIPE,5
27 - ANA,2
28 - ESCLAVE TUNIQUE,0
29 - ESCLAVE HOMME TURBAN,1
30 - ESCLAVE GARÇON,0
31 - GRANADOS,2
