1 - HANA,387,6789,170
2 - ALEXEY,17,410,11
3 - MAIN TITLE,1,7,1
4 - COURIER,24,454,12
5 - YOUNG GIRL,13,238,6
6 - TEXT ON PHONE,3,64,2
7 - JEN,174,3645,92
8 - BOX SIGN,1,6,1
9 - SIGN,2,14,1
10 - TEXT ON COMPUTER,23,430,11
11 - OMNIA,49,1431,36
12 - LANDLORD,16,273,7
13 - GAME VOICE,2,24,1
14 - TEXT ON BOX,1,9,1
15 - TEXT ON TROPHY,1,18,1
16 - TEXT ON TAG,1,23,1
17 - POLICE1,11,210,6
