1 - Jon,1
2 - Ole,5
3 - Eric,60
4 - Gøril,1
5 - Stian,1
6 - Christine,94
7 - Psychologist,5
8 - Margrethe,4
9 - Henrik,55
10 - Politikvinne,4
11 - Bjørn,4
12 - Terese,2
13 - Politmann,2
14 - Reporter,29
15 - Agent,2
16 - Hathaway,26
17 - Medic,5
18 - Kai,2
19 - Pilot,3
20 - PIlot,2
21 - Diver,2
22 - Henrik (TV),9
23 - Margethe,7
24 - Henrik (tlf),1
25 - Announcer,3
26 - Pjotr,2
27 - Officer,15
28 - Police,4
29 - Radio host,2
30 - Man on radio,2
31 - Boy on radio,1
32 - Doctor,3
33 - Nurse,5
34 - Far,1
35 - Fan,1
36 - Sierra 2,2
37 - Digger,2
38 - Bystander,1
39 - NA1,3
40 - NA2,3
