1 - Jon,3,46,2
2 - Ole,16,228,6
3 - Eric,82,2955,74
4 - Gøril,4,37,1
5 - Stian,2,19,1
6 - Christine,148,4679,117
7 - Psychologist,6,246,7
8 - Margrethe,4,168,5
9 - Henrik,70,2707,68
10 - Politikvinne,3,168,5
11 - Bjørn,6,151,4
12 - Terese,3,83,3
13 - Politmann,1,98,3
14 - Reporter,11,1418,36
15 - Agent,1,91,3
16 - Hathaway,33,1293,33
17 - Medic,5,201,6
18 - Kai,4,63,2
19 - Pilot,3,141,4
20 - PIlot,2,92,3
21 - Diver,2,79,2
22 - Henrik (TV),1,421,11
23 - Margethe,5,324,9
24 - Henrik (tlf),1,21,1
25 - Announcer,2,103,3
26 - Pjotr,5,86,3
27 - Officer,21,703,18
28 - Police,2,198,5
29 - Radio host,2,95,3
30 - Man on radio,1,72,2
31 - Boy on radio,1,35,1
32 - Doctor,2,123,4
33 - Nurse,5,204,6
34 - Far,1,7,1
35 - Fan,2,41,2
36 - Sierra 2,2,86,3
37 - Digger,3,86,3
38 - Bystander,1,27,1
39 - NA1,3,137,4
40 - NA2,2,109,3
