1 - SETANTA,304,7,8
2 - TEMAE,392,8,10
3 - QUARK,326,7,9
4 - REM,4997,100,125
5 - RAM,1823,37,46
6 - FANTÔME 1,103,3,3
7 - FANTÔME 2,58,2,2
8 - FANTÔME 3,65,2,2
9 - FANTÔME 4,25,1,1
10 - FANTÔME 5,15,1,1
11 - FANTÔME 6,56,2,2
12 - FANTÔME 7,64,2,2
13 - ROSWAAL,1410,29,36
14 - BLONDE YEUX VERTS,51,2,2
15 - SUBARU,6941,139,174
16 - MOLOSSE,150,4,4
17 - EMILIA,933,19,24
