1 - Insert,0
2 - THOMAS,30
3 - LORENZA,63
4 - MORALES,17
5 - SIERVO,1
6 - ADELA,54
7 - HILARIA,1
8 - NICOLAS,47
9 - MIGUEL ENFANT,37
10 - VICTORIA ENFANT,39
11 - ISABEL,4
12 - DR ARTURO  LOPEZ,7
13 - ISABELITA enfant,4
14 - esclave fille,1
15 - OCTAVIO,11
16 - GENERAL,53
17 - SARA,17
18 - PRUDENCIO,29
19 - JOSÉ,18
20 - JOAQUIN,18
21 - GRANADOS,13
22 - SOLDAT,1
23 - OFICIER 2,1
24 - OFICIER,1
25 - MILAGRO,3
