1 - Insert,2,43,2
2 - THOMAS,25,1576,40
3 - LORENZA,32,3268,82
4 - MORALES,10,844,22
5 - SIERVO,2,26,1
6 - ADELA,32,2741,69
7 - HILARIA,2,36,1
8 - NICOLAS,34,2618,66
9 - MIGUEL ENFANT,48,2019,51
10 - VICTORIA ENFANT,57,2459,62
11 - ISABEL,9,592,15
12 - DR ARTURO  LOPEZ,7,384,10
13 - ISABELITA enfant,4,304,8
14 - esclave fille,2,21,1
15 - OCTAVIO,2,537,14
16 - GENERAL,23,2656,67
17 - SARA,10,923,24
18 - PRUDENCIO,13,1484,38
19 - JOSÉ,13,1216,31
20 - JOAQUIN,15,942,24
21 - GRANADOS,10,606,16
22 - SOLDAT,2,29,1
23 - OFICIER 2,1,20,1
24 - OFICIER,1,14,1
25 - MILAGRO,3,185,5
