1 - MIRROR,15,609,16
2 - PUPPET,11,580,15
3 - ANNOUCER,1,180,5
4 - PETER,1,81,3
5 - VOICES (female),1,42,2
6 - VOICES (Male),1,113,3
7 - GESA,62,3057,77
8 - FRIDO,139,5432,136
9 - MRS PIETSCH,1,46,2
10 - BOCKI,8,155,4
11 - JARO,10,340,9
12 - EMILS MOTHER,20,1284,33
13 - EMIL,76,3008,76
14 - KLAWITTER,60,4129,104
15 - SEBI,44,1808,46
16 - DUNJA,29,997,25
17 - MICHAEL,34,1315,33
18 - FRIDO II,66,2965,75
19 - OTTO,10,446,12
20 - JULI,4,66,2
21 - MAN,2,65,2
22 - GESA (Sings),1,180,5
23 - CLASS,8,331,9
24 - KLAWITTER?,19,1168,30
25 - JULI?,3,158,4
26 - FRIDO II?,8,337,9
27 - SEBI?,5,304,8
28 - FRIDO?,32,1574,40
29 - DUNJA?,4,207,6
30 - ALL,10,188,5
31 - HANDY,1,12,1
32 - GESA?,7,507,13
33 - EMILES MOTHER,1,121,4
34 - EMILS MOTHER?,1,33,1
35 - EMIL?,14,1117,28
36 - EMIL II,20,682,18
37 - WALLA,2,121,4
38 - BOLLHAFF,2,105,3
39 - EMIL II?,4,209,6
40 - JARO?,3,134,4
41 - BOLLHOFF,1,25,1
42 - FRIDO/EMIL,1,4,1
43 - SEBI'S FATHER,3,159,4
44 - PHONE RECORDING,1,73,2
45 - DIRECTOR,1,311,8
46 - DIRECTOR?,2,209,6
47 - MALE,1,6,1
48 - FEMALE,1,10,1
49 - EMIL'S MOTHER?,2,182,5
50 - EMIL'S FATHER,2,33,1
51 - SEBI’S FATHER,13,728,19
52 - BOY 3,1,23,1
53 - EMILS FATHER,2,130,4
54 - BOYS,1,7,1
55 - OTTO?,3,165,5
56 - SEBI II?,2,203,6
57 - OTTO II & SEBI II,1,131,4
58 - CLASSMATE II,1,14,1
59 - BOY 1,1,12,1
60 - BOY 2,1,15,1
61 - KIDS,2,95,3
62 - PUNK,1,64,2
63 - JULI II,6,545,14
64 - SEBI II,5,138,4
65 - DIALOGUE OFF,1,114,3
66 - GIRL,1,17,1
67 - DUNJA II?,3,116,3
68 - JULI II?,1,45,2
69 - PUPPET?,1,158,4
70 - GESA/MICHAEL,1,27,1
71 - OTTO II?,1,329,9
72 - OTTO II,4,229,6
73 - OTTO II + JULI II,1,21,1
74 - DUNJA, JULI, OTTO,1,18,1
75 - ALL?,3,71,2
76 - DUNJA II,1,11,1
77 - EMIL/DUNJA?,1,29,1
78 - CLASS?,1,44,2
