441,WILLIE,"Cass ain't coming back, he left last night.",43,0.86
442,SILAS,He must be the smartest one of us all.,38,0.76
443,JED,"Stop here, boy. We're gonna stop for water.",43,0.86
444,CHAD,Can I have some water?,22,0.44
445,JED,"Easy now, back up. Back up! Back up!",36,0.72
446,JED,"Don't drown yourself. You know, you tough as nails, boy. Remind me of myself when I was your age. You a good shot?",114,2.28
447,CHAD,"My pa says I am. But he said, ""Don't aim at anything you're not willin' to destroy.""",84,1.68
448,JED,That's a good rule.,19,0.38
449,CHAD,He's done a heapin' of destroyin' over the years.,49,0.98
450,JED,How?,4,0.08
451,CHAD,You'll soon find that out.,26,0.52
452,JED,"Give me that. Let's go, boys!",29,0.58
453,SILAS,"Willie, what the hell are you doin'?",36,0.72
454,WILLIE,Tryin' to get drink.,20,0.4
455,SILAS,This is Indian country.,23,0.46
456,JED,"Get on your horse, Willie.",26,0.52
457,WILLIE,Gonna be a minute. Ah!,22,0.44
458,JED,Fuckin' Indians!,16,0.32
459,SILAS,Willie! Willie!,15,0.3
460,JED,To the rocks!,13,0.26
461,SILAS,Willie! Willie!,15,0.3
462,JED,"Cover that boy! Silas, I'm-- I'm gonna get the boy.",51,1.02
463,SILAS,Willie.,7,0.14
464,JED,"Come on! Come on, come on, come on! Let's go!",45,0.9
465,SILAS,He's dead.,10,0.2
466,JED,"Dammit! Get on your horse, Silas! Let's go, boy. Come on, boy.",62,1.24
467,BRITT,"Tucker, find us some cover.",27,0.54
468,TUCKER,"Camp, already?",14,0.28
469,BRITT,About to have company. Injuns just behind us.,45,0.9
470,BRITT,"Put your gun down, Tucker. If I were a Sioux warrior, you'd already be dead.",76,1.52
471,TUCKER,"If I can't hear them, how will you and Chaska?",46,0.92
472,BRITT,That's a very good question.,28,0.56
473,TUCKER,"Well, how about giving me a very good answer?",45,0.9
474,BRITT,"When I think of one, I'll let you know. Until then, just sit there and look invitin'.",85,1.7
475,TUCKER,Like a worm on a hook.,22,0.44
476,BRITT,You sure this is the way they'll come?,38,0.76
477,CHASKA,"Unless they circle wide and come in behind us. I know we haven't spoke of it, but we should. You do understand that...",118,2.36
478,BRITT,Chad might be dead.,19,0.38
479,CHASKA,Yeah.,5,0.1
480,BRITT,"He doesn't know why we moved to Clearmont, I never told him.",60,1.2
481,CHASKA,You have to one day.,20,0.4
482,BRITT,"I plan on it. When he's older, he'll understand better, but not now.",68,1.36
483,CHASKA,"Chad is left at home without his mother. He sees her rocking chair, her stove. Constant reminders. You stay away, so you don't have to face those reminders. It's easier for you when you're away.",194,3.88
484,BRITT,Easy?,5,0.1
485,CHASKA,"Chad is 12. And he's left alone with sad memories. I've known you long enough, Britt, it's why I'm speaking.",108,2.16
486,TUCKER,What the hell! Why'd you take so long to shoot?,47,0.94
487,BRITT,Shoot as fast as I could.,25,0.5
488,TUCKER,Damn.,5,0.1
489,TUCKER,"The one that came flyin' through the air, if you didn't shoot him, I'd be dead.",79,1.58
490,BRITT,I didn't shoot him.,19,0.38
491,CHASKA,They've all gone or we killed all they sent.,44,0.88
492,TUCKER,You shot the one that jumped towards me?,40,0.8
493,CHASKA,"Pretty good shootin' for a half-breed, wouldn't you say?",56,1.12
494,BRITT,"Let's get outta here. Hey, hiya!",32,0.64
495,SILAS,That's an ambush.,17,0.34
496,JED,Must be Marshal and the Injuns. Go find out who won.,52,1.04
497,SILAS,What?,5,0.1
498,JED,You heard me.,13,0.26
499,SILAS,"It's less than a mile away. Whoever it is, be coming down this path real soon.",78,1.56
500,JED,Get your ass back here and tell me who.,39,0.78
501,SILAS,"Yeah, I wouldn't mind taking a crack at MacMasters myself.",58,1.16
502,JED,"You don't touch MacMasters, you understand me? If he's alive, see to it he stays that way.",90,1.8
503,SILAS,"Yeah, Jed.",10,0.2
504,JED,Get outta here. Posse don't stand a chance against me up here. Mow 'em down. Where the hell is that posse? Where the hell are you?,130,2.6
505,SHERIFF,Maybe they're not in there. They know we're followin' them. I think they kept ridin'.,85,1.7
506,BRITT,I doubt it. Check it out.,25,0.5
507,SHERIFF,Take the horses around back and cover us.,41,0.82
508,BRITT,Ed! Ed Ryan!,12,0.24
509,ED,"That you, Marshal?",18,0.36
510,BRITT,"Ed, you come on out peaceful-like.",34,0.68
511,ED,That's the funniest thing I've heard all week.,46,0.92
512,SHERIFF,"Ed, you stay in there, things are gonna get a whole lot worse for you.",70,1.4
513,ED,I'm fine. I got three hostages. Make that two hostages. Let us ride and they live.,82,1.64
514,BRITT,"No deal, Ed.",12,0.24
515,ED,One of 'em has a nice little locket. It's got a picture inside. It looks like you!,82,1.64
516,SHERIFF,What the hell is he talking about?,34,0.68
517,BRITT,Laurel came out here this afternoon to visit.,45,0.9
518,SHERIFF,Goddammit.,10,0.2
519,BRITT,Ed?,3,0.06
520,ED,Yeah?,5,0.1
521,BRITT,You let them go and I'll give you one hour head start.,54,1.08
522,ED,"Alright, Marshal. We're comin' out.",35,0.7
523,BRITT,Laurel.,7,0.14
524,SHERIFF,He wanted us to think she was one of them.,42,0.84
525,BRITT,"Laurel. Laurel, Laurel, don't leave me. Don't leave me. Laurel. Oh God, no. Oh God.",83,1.66
526,BRITT,"Oh God, stay with me. Stay with me. Stay with me. Stay with me. God no, please. Oh God, no. Oh God. Oh. Laurel. Oh God. Laurel. I'm so sorry.",141,2.82
527,CHASKA,Many tracks have joined Jed's gang. They are being followed.,60,1.2
528,BRITT,Can you tell how many?,22,0.44
529,CHASKA,No.,3,0.06
530,TUCKER,Think they've already been attacked?,36,0.72
531,CHASKA,Tracks are less than a day old. It is possible.,47,0.94
532,BRITT,Let's get moving.,17,0.34
533,CHASKA,I think we should wait here till sunrise.,41,0.82
534,BRITT,Burnin' moonlight.,18,0.36
535,CHASKA,Trail's gettin' very difficult to read now.,43,0.86
536,BRITT,That's why you're here.,23,0.46
537,CHASKA,"The warriors following them may also know of us. With sunlight, I can be certain. I think you were right about my eyes, they are getting old. Not as good in the dark as they used to be.",185,3.7
538,BRITT,"Well, sun rises in two hours. We'll wait till then.",51,1.02
539,TUCKER,Oh good. Two more hours of sleepin' on hard rocks. What the hell was that?,74,1.48
540,BRITT,"Saddle the horses, we may need 'em in a hurry.",46,0.92
541,TUCKER,Where are you goin'?,20,0.4
542,BRITT,"Just stay here, keep alert.",27,0.54
543,BRITT,Is that a war dance?,20,0.4
544,CHASKA,It is a celebration.,20,0.4
545,BRITT,Oh.,3,0.06
546,CHASKA,It'd take hours to reach â€˜em. And they'd gone by the time we do. MacMasters. MacMasters.,90,1.8
547,BRITT,"Five Sioux? Circlin' around to a front, war paint.",50,1.0
548,BRITT,Tucker. Tucker. Tucker?,23,0.46
549,TUCKER,"Marshal. Don't bet that bank yet. I think me and Chaska, I think we're even.",76,1.52
550,BRITT,Tucker. Tucker.,15,0.3
551,CHASKA,"Come on, Britt. Britt, come on.",31,0.62
552,CHASKA,What the hell did he mean when he said we were even?,52,1.04
553,BRITT,He said he learned the difference between the Sioux and the Pawnee.,67,1.34
554,JED,Wake up.,8,0.16
555,JED,Wake up.,8,0.16
556,JED,"Come on, wake up, kid. Sun's about to rise, we gotta get outta here.",68,1.36
557,CHAD,Injuns?,7,0.14
558,JED,"Yeah. Little ways back, they attacked us.",41,0.82
559,JED,"We gotta make tracks, get some distance between us. With my luck, they already killed your pa.",94,1.88
560,SILAS,"Hey Jed, is that you?",21,0.42
561,JED,Silas? Thought you was dead.,28,0.56
562,SILAS,"You know, I thought the same thing about you. When they attacked, I went out back. Thought I'd pick off an easy few.",116,2.32
563,JED,What happened?,14,0.28
564,SILAS,"Well, my horse fell down, knocked myself out. Came to about an hour ago.",72,1.44
565,JED,Damn.,5,0.1
566,SILAS,Found my horse about a half a mile away.,40,0.8
567,JED,Get up. Damn.,13,0.26
568,SILAS,They burned their bodies back there.,36,0.72
569,JED,How many of 'em?,16,0.32
570,SILAS,"Jed, I didn't go back for another look. But they'll be breakin' camp till mornin'.",82,1.64
571,JED,We was just gettin' ready to vamoose.,37,0.74
572,SILAS,Better hurry.,13,0.26
573,SILAS,"All these Injuns on the ground. I'm sure one more won't make much difference. Been hearin' a long time, how fast you are on the draw?",133,2.66
574,SILAS,Let's find out.,15,0.3
575,JED,"What the hell was that? What the hell! Silas! Silas! Told him to look, not to attack. Son of a bitch. Silas! Silas! You leave MacMasters for me! Son of a bitch. He's a good scout. If he didn't wanna be seen, he wasn't seen. Silas! Ain't afraid of your pa, boy. This is what I've been wantin' all along.",302,6.04
576,CHAD,"But now, it's just you. No gang. I can-- I could talk to him for ya.",68,1.36
577,JED,"Talk to him for me? What's the discussion gonna be about, little mouse? Where the hanging's gonna be?",101,2.02
578,CHAD,No.,3,0.06
579,JED,"Hey, little mouse. Bring my saddlebag, need another round of ammo.",66,1.32
580,CHAD,What?,5,0.1
581,JED,Bullets. I got eight rounds on me.,34,0.68
582,CHAD,Eight?,6,0.12
583,JED,"Little mouse, bring my saddlebag. Give me extra ammo. We may have a long-shoot out.",83,1.66
584,CHAD,Okay.,5,0.1
585,JED,What you limping for? It's your arm got stuck.,46,0.92
586,CHAD,"I ache all over, Jed. I think I got the fever.",46,0.92
587,JED,"Hey, what's takin' you so long? You stick the ammo in your pockets? You best not be up to somethin'. Tell me, boy! Come on.",123,2.46
588,JED,Silas. Silas! No! You know how much work I put into this? Do you? You know how long that took me? Do you? I think it's about time the cat carved up the little mouse.,165,3.3
589,CHAD,What?,5,0.1
590,JED,"You're the only MacMasters here, you're gonna have to do.",57,1.14
591,CHAD,"Jed, no.",8,0.16
592,JED,Let's play Catch the Bullet.,28,0.56
593,JED,"Catch the bullet now, huh? Where you goin'? Catch the bullet! Now boy, you can't run. I'm coming, I'm coming! I'm coming! Stop! Now we're gonna play Catch the Bullet. I'm gonna shoot, and you either duck or catch it. It's fun.",226,4.52
594,CHAD,I don't wanna play Catch the Bullet. I can't play Catch the Bullet.,67,1.34
595,JED,"You're a MacMasters. Of course, you can. I need to rid myself of this feeling. This feeling that MacMasters bested me. Even when he's gone, I feel like he's bested me. 'Cause I ain't the one who killed him. I ain't got no braggin' rights. And nobody knows what I went through. But you do. That's why you're gonna catch this bullet one last time. It's comin' right for you.",372,7.44
596,CHAD,Jed.,4,0.08
597,JED,"Go, boy! Go!",12,0.24
598,JED,"Yeah, catch it, boy. Ha, yeah.",30,0.6
599,BRITT,I'll play Catch the Bullet with ya. Let him go.,47,0.94
600,JED,"No, I don't really like that idea. Gotten to know the kid, feel like I have to kill him. Get that ammo ready, boy.",114,2.28
601,BRITT,"Chad, where are you?",20,0.4
602,CHAD,"Shoot, pa, I'm covered.",23,0.46
603,JED,"Shut up. Ah! Dammit! Get the ammo! You almost got me, MacMasters! That was a good one. Hey! MacMasters! Where's the posse? How many you got?",140,2.8
604,BRITT,"You think you rate a posse? Just me, Jed.",41,0.82
605,JED,"Just you and me, huh? You ever think you'd go out like this? On a butte. Hey! You ain't shot back in a while, Marshal. You out of ammo?",135,2.7
606,BRITT,Come on out in the open and find out.,37,0.74
607,JED,"Hey, that's a pretty funny joke! Think I'm dumb enough to try? Shoot back, dammit! Son of a bitch is out of ammo! Your pa is out of ammo!",137,2.74
608,BRITT,Jed! You're right. I'm out of ammo. Old teacher of mine once told me I didn't have a brain for arithmetic.,106,2.12
609,JED,Would you look at that? The great Marshal MacMasters.,53,1.06
610,BRITT,"Listen, Jed. I'll make a deal with ya.",38,0.76
611,JED,I'm listenin'.,14,0.28
612,BRITT,You let Chad right outta here and I'll stay with you.,53,1.06
613,JED,"That's a dumbass deal, Marshal.",31,0.62
614,BRITT,"Don't kill my son, Jed.",23,0.46
615,JED,He's half-dead as it is.,24,0.48
616,BRITT,I'm the one you want. Let him go.,33,0.66
617,JED,"First, you step out with your hands up. Leave the pistol where you are.",71,1.42
618,BRITT,Alright. I'm coming down.,25,0.5
619,JED,"Walk where I can see ya. Got your pa now, boy. No, no.",54,1.08
620,JED,"Keep your hands up. You stay right there. Keep your hands nice and high, just like that.",88,1.76
621,BRITT,"Let Chad go, Jed.",17,0.34
622,JED,"That was your deal, not mine.",29,0.58
623,BRITT,Why kill him?,13,0.26
624,JED,"'Cause I don't want him to grow up into his pa, who was huntin' me down.",72,1.44
625,BRITT,I think you set him on the road for that already.,49,0.98
626,JED,Yeah. Guess I did. That's why he dies here right now with you. That's close enough. Now how about a game of Catch the Bullet?,125,2.5
627,BRITT,You mind if I have last smoke?,30,0.6
628,JED,"You ain't got a little pepperbox on you, do you?",48,0.96
629,BRITT,Nope.,5,0.1
630,JED,Real slow.,10,0.2
631,BRITT,Now tell me about this Catch the Bullet. Who catches it? You?,61,1.22
632,JED,Why ain't you scared?,21,0.42
633,BRITT,Let's play. Let's see who catches the bullet.,45,0.9
634,JED,It's time to make peace with myself.,36,0.72
635,CHAD,Ah!,3,0.06
636,BRITT,Come on.,8,0.16
637,BRITT,"I'm here now, son. I'm here.",28,0.56
638,BRITT,"Don't look at him, look at me. Look at me, look at me. It's over, Chad. It's over, I'm here. Oh, son. Oh.",105,2.1
639,BRITT,Let's get these ropes off of you.,33,0.66
640,BRITT,Yeah.,5,0.1
641,CHAD,Yeah.,5,0.1
642,BRITT,"I'm real proud of you, son.",27,0.54
643,CHAD,You are?,8,0.16
644,BRITT,You bet I am.,13,0.26
645,CHAD,I'm so sorry. I knew you would come. I'm so sorry.,50,1.0
646,CHAD,I knew it.,10,0.2
647,BRITT,Sorry? Sorry about what?,24,0.48
648,CHAD,Doesn't matter now.,19,0.38
649,BRITT,"Hey, I uh, I got somethin'. Starr sent these for ya. She said they're you're favorite, right? Alright, alright. Here, you uh, you hang onto these, okay? Can you get up?",168,3.36
650,CHAD,"Yeah, it's uh...",16,0.32
651,CHAD,So did you really run out of ammo?,34,0.68
652,BRITT,I have plenty in my saddlebag.,30,0.6
653,CHAD,Pa.,3,0.06
654,BRITT,Half mile down the trail.,25,0.5
655,CHAD,That's reckless.,16,0.32
656,BRITT,"I'm gettin' old, son.",21,0.42
657,CHAD,"Nah, I don't think so.",22,0.44
658,SHERIFF,"Well, I'm real sorry, Dex, I still haven't heard from my posse. They've been searchin' for days.",96,1.92
659,DEX,"Well, I just hope they're still alive.",38,0.76
660,SHERIFF,I'll ask Pastor Bailey to say a prayer from 'em.,48,0.96
661,DEX,"Well, thank you. Appreciate that. The only family I got.",56,1.12
662,SHERIFF,"Yeah, I like consider them the only family I got, too.",54,1.08
663,DEX,Yeah. My eyesight's not so good. Can you see who that is?,57,1.14
664,DEX,I hope it's not Jed and his boys.,33,0.66
665,SHERIFF,"Looks like somebody's comin' this way, I'm not sure who. But we're gonna have company.",86,1.72
666,DEX,"Oh, we don't wanna fight.",25,0.5
667,SHERIFF,Uh. Can't believe my eyes. It's Britt and Chad.,47,0.94
668,DEX,"I think my eyesight's improvin'. Welcome home, son.",51,1.02
669,SHERIFF,Britt! You're alive.,20,0.4
670,BRITT,"Yeah, we're alive.",18,0.36
671,CHAD,Grandpa! I thought you was dead.,32,0.64
672,DEX,"Well, they tried to get me, but they failed. Get up here. I'm gonna outlive all of ya.",86,1.72
673,SHERIFF,"You know, I got a whole posse out there looking for you?",56,1.12
674,BRITT,"You want me to head back out, so they can find me?",50,1.0
675,SHERIFF,"Nah. They'll give up eventually, you ain't that special.",56,1.12
676,BRITT,"Thanks a lot, Sheriff.",22,0.44
677,SHERIFF,"Come on, let's get you inside. There's a shot of whiskey with your name on it. Lord knows you deserve it.",105,2.1
678,BRITT,I-- I'll take it.,17,0.34
